EA_parameter,LA_parameter
IMPC_FEA_086_001,HRWLLA_FEA_086_001
IMPC_FEA_087_001,BCMLA_FEA_087_001
IMPC_FEA_087_001,HRWLLA_FEA_087_001
IMPC_FEA_088_001,BCMLA_FEA_089_001
IMPC_FEA_088_001,HRWLLA_FEA_089_001
IMPC_FEA_089_001,BCMLA_FEA_088_001
IMPC_FEA_089_001,HRWLLA_FEA_088_001
IMPC_FEA_090_001,BCMLA_FEA_090_001
IMPC_FEA_090_001,HRWLLA_FEA_090_001
IMPC_FEA_091_001,BCMLA_FEA_091_001
IMPC_FEA_091_001,HRWLLA_FEA_091_001
IMPC_FEA_092_001,BCMLA_FEA_092_001
IMPC_FEA_092_001,HRWLLA_FEA_092_001
IMPC_FEA_093_001,BCMLA_FEA_093_001
IMPC_FEA_093_001,HRWLLA_FEA_093_001
IMPC_FEA_094_001,BCMLA_FEA_094_001
IMPC_FEA_094_001,HRWLLA_FEA_094_001
IMPC_FEA_095_001,BCMLA_FEA_095_001
IMPC_FEA_095_001,HRWLLA_FEA_095_001
IMPC_FEA_096_001,BCMLA_FEA_096_001
IMPC_FEA_096_001,HRWLLA_FEA_096_001
IMPC_FEA_097_001,BCMLA_FEA_097_001
IMPC_FEA_097_001,HRWLLA_FEA_097_001
IMPC_FEA_098_001,BCMLA_FEA_098_001
IMPC_FEA_098_001,HRWLLA_FEA_098_001
IMPC_FEA_099_001,BCMLA_FEA_099_001
IMPC_FEA_099_001,HRWLLA_FEA_099_001
IMPC_FEA_100_001,BCMLA_FEA_100_001
IMPC_FEA_100_001,HRWLLA_FEA_100_001
IMPC_FEA_101_001,BCMLA_FEA_101_001
IMPC_FEA_101_001,HRWLLA_FEA_101_001
IMPC_FEA_102_001,BCMLA_FEA_102_001
IMPC_FEA_102_001,HRWLLA_FEA_102_001
IMPC_FEA_103_001,BCMLA_FEA_103_001
IMPC_FEA_103_001,HRWLLA_FEA_103_001
IMPC_FEA_104_001,BCMLA_FEA_104_001
IMPC_FEA_104_001,HRWLLA_FEA_104_001
IMPC_GRS_001_001,BCMLA_GRS_001_001
IMPC_GRS_001_001,HMGULA_GRS_001_001
IMPC_GRS_001_001,HRWLLA_GRS_001_001
IMPC_GRS_001_001,ICSLA_GRS_001_001
IMPC_GRS_001_001,JAXLA_GRS_001_001
IMPC_GRS_001_001,RBRCLA_GRS_001_001
IMPC_GRS_001_001,TCPIP_GRS_001_001
IMPC_GRS_001_001,TCPLA_GRS_001_001
IMPC_GRS_001_001,UCDIP_GRS_001_001
IMPC_GRS_001_001,UCDLA_GRS_001_001
IMPC_GRS_002_001,BCMLA_GRS_002_001
IMPC_GRS_002_001,HMGULA_GRS_002_001
IMPC_GRS_002_001,HRWLLA_GRS_002_001
IMPC_GRS_002_001,ICSLA_GRS_002_001
IMPC_GRS_002_001,JAXLA_GRS_002_001
IMPC_GRS_002_001,RBRCLA_GRS_002_001
IMPC_GRS_002_001,TCPIP_GRS_002_001
IMPC_GRS_002_001,TCPLA_GRS_002_001
IMPC_GRS_002_001,UCDIP_GRS_002_001
IMPC_GRS_002_001,UCDLA_GRS_002_001
IMPC_GRS_003_001,BCMLA_GRS_003_001
IMPC_GRS_003_001,HMGULA_GRS_003_001
IMPC_GRS_003_001,HRWLLA_GRS_003_001
IMPC_GRS_003_001,ICSLA_GRS_003_001
IMPC_GRS_003_001,JAXLA_GRS_003_001
IMPC_GRS_003_001,RBRCLA_GRS_003_001
IMPC_GRS_003_001,TCPIP_GRS_003_001
IMPC_GRS_003_001,TCPLA_GRS_003_001
IMPC_GRS_003_001,UCDIP_GRS_003_001
IMPC_GRS_003_001,UCDLA_GRS_003_001
IMPC_GRS_004_001,BCMLA_GRS_004_001
IMPC_GRS_004_001,HMGULA_GRS_004_001
IMPC_GRS_004_001,HRWLLA_GRS_004_001
IMPC_GRS_004_001,ICSLA_GRS_004_001
IMPC_GRS_004_001,JAXLA_GRS_004_001
IMPC_GRS_004_001,RBRCLA_GRS_004_001
IMPC_GRS_004_001,TCPIP_GRS_004_001
IMPC_GRS_004_001,TCPLA_GRS_004_001
IMPC_GRS_004_001,UCDIP_GRS_004_001
IMPC_GRS_004_001,UCDLA_GRS_004_001
IMPC_GRS_005_001,BCMLA_GRS_005_001
IMPC_GRS_005_001,HMGULA_GRS_005_001
IMPC_GRS_005_001,HRWLLA_GRS_005_001
IMPC_GRS_005_001,ICSLA_GRS_005_001
IMPC_GRS_005_001,JAXLA_GRS_005_001
IMPC_GRS_005_001,RBRCLA_GRS_005_001
IMPC_GRS_005_001,TCPIP_GRS_005_001
IMPC_GRS_005_001,TCPLA_GRS_005_001
IMPC_GRS_005_001,UCDIP_GRS_005_001
IMPC_GRS_005_001,UCDLA_GRS_005_001
IMPC_GRS_006_001,BCMLA_GRS_006_001
IMPC_GRS_006_001,HMGULA_GRS_006_001
IMPC_GRS_006_001,HRWLLA_GRS_006_001
IMPC_GRS_006_001,ICSLA_GRS_006_001
IMPC_GRS_006_001,JAXLA_GRS_006_001
IMPC_GRS_006_001,RBRCLA_GRS_006_001
IMPC_GRS_006_001,TCPIP_GRS_006_001
IMPC_GRS_006_001,TCPLA_GRS_006_001
IMPC_GRS_006_001,UCDIP_GRS_006_001
IMPC_GRS_006_001,UCDLA_GRS_006_001
IMPC_GRS_007_001,BCMLA_GRS_007_001
IMPC_GRS_007_001,HMGULA_GRS_007_001
IMPC_GRS_007_001,HRWLLA_GRS_007_001
IMPC_GRS_007_001,ICSLA_GRS_007_001
IMPC_GRS_007_001,JAXLA_GRS_007_001
IMPC_GRS_007_001,RBRCLA_GRS_007_001
IMPC_GRS_007_001,TCPIP_GRS_007_001
IMPC_GRS_007_001,TCPLA_GRS_007_001
IMPC_GRS_007_001,UCDIP_GRS_007_001
IMPC_GRS_007_001,UCDLA_GRS_007_001
IMPC_GRS_008_001,BCMLA_GRS_008_001
IMPC_GRS_008_001,HMGULA_GRS_008_001
IMPC_GRS_008_001,HRWLLA_GRS_008_001
IMPC_GRS_008_001,ICSLA_GRS_008_001
IMPC_GRS_008_001,JAXLA_GRS_008_001
IMPC_GRS_008_001,RBRCLA_GRS_008_001
IMPC_GRS_008_001,TCPIP_GRS_008_001
IMPC_GRS_008_001,TCPLA_GRS_008_001
IMPC_GRS_008_001,UCDIP_GRS_008_001
IMPC_GRS_008_001,UCDLA_GRS_008_001
IMPC_GRS_009_001,BCMLA_GRS_009_001
IMPC_GRS_009_001,HMGULA_GRS_009_001
IMPC_GRS_009_001,HRWLLA_GRS_009_001
IMPC_GRS_009_001,ICSLA_GRS_009_001
IMPC_GRS_009_001,JAXLA_GRS_009_001
IMPC_GRS_009_001,RBRCLA_GRS_009_001
IMPC_GRS_009_001,TCPIP_GRS_009_001
IMPC_GRS_009_001,TCPLA_GRS_009_001
IMPC_GRS_009_001,UCDIP_GRS_009_001
IMPC_GRS_009_001,UCDLA_GRS_009_001
IMPC_GRS_010_001,BCMLA_GRS_010_001
IMPC_GRS_010_001,HMGULA_GRS_010_001
IMPC_GRS_010_001,HRWLLA_GRS_010_001
IMPC_GRS_010_001,ICSLA_GRS_010_001
IMPC_GRS_010_001,JAXLA_GRS_010_001
IMPC_GRS_010_001,RBRCLA_GRS_010_001
IMPC_GRS_010_001,TCPIP_GRS_010_001
IMPC_GRS_010_001,TCPLA_GRS_010_001
IMPC_GRS_010_001,UCDIP_GRS_010_001
IMPC_GRS_010_001,UCDLA_GRS_010_001
IMPC_GRS_011_001,BCMLA_GRS_011_001
IMPC_GRS_011_001,HMGULA_GRS_011_001
IMPC_GRS_011_001,HRWLLA_GRS_011_001
IMPC_GRS_011_001,ICSLA_GRS_011_001
IMPC_GRS_011_001,JAXLA_GRS_011_001
IMPC_GRS_011_001,RBRCLA_GRS_011_001
IMPC_GRS_011_001,TCPIP_GRS_011_001
IMPC_GRS_011_001,TCPLA_GRS_011_001
IMPC_GRS_011_001,UCDIP_GRS_011_001
IMPC_GRS_011_001,UCDLA_GRS_011_001
IMPC_GRS_012_001,BCMLA_GRS_012_001
IMPC_GRS_012_001,HMGULA_GRS_012_001
IMPC_GRS_012_001,HRWLLA_GRS_012_001
IMPC_GRS_012_001,ICSLA_GRS_012_001
IMPC_GRS_012_001,JAXLA_GRS_012_001
IMPC_GRS_012_001,RBRCLA_GRS_012_001
IMPC_GRS_012_001,TCPIP_GRS_012_001
IMPC_GRS_012_001,TCPLA_GRS_012_001
IMPC_GRS_012_001,UCDIP_GRS_012_001
IMPC_GRS_012_001,UCDLA_GRS_012_001
IMPC_GRS_013_001,BCMLA_GRS_013_001
IMPC_GRS_013_001,HMGULA_GRS_013_001
IMPC_GRS_013_001,HRWLLA_GRS_013_001
IMPC_GRS_013_001,ICSLA_GRS_013_001
IMPC_GRS_013_001,JAXLA_GRS_013_001
IMPC_GRS_013_001,RBRCLA_GRS_013_001
IMPC_GRS_013_001,TCPIP_GRS_013_001
IMPC_GRS_013_001,TCPLA_GRS_013_001
IMPC_GRS_013_001,UCDIP_GRS_013_001
IMPC_GRS_013_001,UCDLA_GRS_013_001
IMPC_GRS_014_001,BCMLA_GRS_014_001
IMPC_GRS_014_001,HMGULA_GRS_014_001
IMPC_GRS_014_001,HRWLLA_GRS_014_001
IMPC_GRS_014_001,ICSLA_GRS_014_001
IMPC_GRS_014_001,JAXLA_GRS_014_001
IMPC_GRS_014_001,RBRCLA_GRS_014_001
IMPC_GRS_014_001,TCPIP_GRS_014_001
IMPC_GRS_014_001,TCPLA_GRS_014_001
IMPC_GRS_014_001,UCDIP_GRS_014_001
IMPC_GRS_014_001,UCDLA_GRS_014_001
IMPC_IMM_001_001,HMGULA_IMM_001_001
IMPC_IMM_001_001,RBRCLA_IMM_001_001
IMPC_IMM_001_001,TCPLA_IMM_001_001
IMPC_IMM_001_001,UCDLA_IMM_001_001
IMPC_IMM_002_001,HMGULA_IMM_002_001
IMPC_IMM_002_001,RBRCLA_IMM_002_001
IMPC_IMM_002_001,TCPLA_IMM_002_001
IMPC_IMM_002_001,UCDLA_IMM_002_001
IMPC_IMM_003_001,HMGULA_IMM_003_001
IMPC_IMM_003_001,RBRCLA_IMM_003_001
IMPC_IMM_003_001,TCPLA_IMM_003_001
IMPC_IMM_003_001,UCDLA_IMM_003_001
IMPC_IMM_004_001,HMGULA_IMM_004_001
IMPC_IMM_004_001,RBRCLA_IMM_004_001
IMPC_IMM_004_001,TCPLA_IMM_004_001
IMPC_IMM_004_001,UCDLA_IMM_004_001
IMPC_IMM_005_001,HMGULA_IMM_005_001
IMPC_IMM_005_001,RBRCLA_IMM_005_001
IMPC_IMM_005_001,TCPLA_IMM_005_001
IMPC_IMM_005_001,UCDLA_IMM_005_001
IMPC_IMM_006_001,HMGULA_IMM_006_001
IMPC_IMM_006_001,RBRCLA_IMM_006_001
IMPC_IMM_006_001,TCPLA_IMM_006_001
IMPC_IMM_006_001,UCDLA_IMM_006_001
IMPC_IMM_007_001,HMGULA_IMM_007_001
IMPC_IMM_007_001,RBRCLA_IMM_007_001
IMPC_IMM_007_001,TCPLA_IMM_007_001
IMPC_IMM_007_001,UCDLA_IMM_007_001
IMPC_IMM_008_001,HMGULA_IMM_008_001
IMPC_IMM_008_001,RBRCLA_IMM_008_001
IMPC_IMM_008_001,TCPLA_IMM_008_001
IMPC_IMM_008_001,UCDLA_IMM_008_001
IMPC_IMM_009_001,HMGULA_IMM_009_001
IMPC_IMM_009_001,RBRCLA_IMM_009_001
IMPC_IMM_009_001,TCPLA_IMM_009_001
IMPC_IMM_009_001,UCDLA_IMM_009_001
IMPC_IMM_010_001,HMGULA_IMM_010_001
IMPC_IMM_010_001,RBRCLA_IMM_010_001
IMPC_IMM_010_001,TCPLA_IMM_010_001
IMPC_IMM_010_001,UCDLA_IMM_010_001
IMPC_IMM_011_001,HMGULA_IMM_011_001
IMPC_IMM_011_001,RBRCLA_IMM_011_001
IMPC_IMM_011_001,TCPLA_IMM_011_001
IMPC_IMM_011_001,UCDLA_IMM_011_001
IMPC_IMM_012_001,HMGULA_IMM_012_001
IMPC_IMM_012_001,RBRCLA_IMM_012_001
IMPC_IMM_012_001,TCPLA_IMM_012_001
IMPC_IMM_012_001,UCDLA_IMM_012_001
IMPC_IMM_013_001,HMGULA_IMM_013_001
IMPC_IMM_013_001,RBRCLA_IMM_013_001
IMPC_IMM_013_001,TCPLA_IMM_013_001
IMPC_IMM_013_001,UCDLA_IMM_013_001
IMPC_IMM_014_001,HMGULA_IMM_014_001
IMPC_IMM_014_001,RBRCLA_IMM_014_001
IMPC_IMM_014_001,TCPLA_IMM_014_001
IMPC_IMM_014_001,UCDLA_IMM_014_001
IMPC_IMM_015_001,HMGULA_IMM_015_001
IMPC_IMM_015_001,RBRCLA_IMM_015_001
IMPC_IMM_015_001,TCPLA_IMM_015_001
IMPC_IMM_015_001,UCDLA_IMM_015_001
IMPC_IMM_016_001,HMGULA_IMM_016_001
IMPC_IMM_016_001,RBRCLA_IMM_016_001
IMPC_IMM_016_001,TCPLA_IMM_016_001
IMPC_IMM_016_001,UCDLA_IMM_016_001
IMPC_IMM_017_001,HMGULA_IMM_017_001
IMPC_IMM_017_001,RBRCLA_IMM_017_001
IMPC_IMM_017_001,TCPLA_IMM_017_001
IMPC_IMM_017_001,UCDLA_IMM_017_001
IMPC_IMM_018_001,HMGULA_IMM_018_001
IMPC_IMM_018_001,RBRCLA_IMM_018_001
IMPC_IMM_018_001,TCPLA_IMM_018_001
IMPC_IMM_018_001,UCDLA_IMM_018_001
IMPC_IMM_019_001,HMGULA_IMM_019_001
IMPC_IMM_019_001,RBRCLA_IMM_019_001
IMPC_IMM_019_001,TCPLA_IMM_019_001
IMPC_IMM_019_001,UCDLA_IMM_019_001
IMPC_IMM_020_001,HMGULA_IMM_020_001
IMPC_IMM_020_001,RBRCLA_IMM_020_001
IMPC_IMM_020_001,TCPLA_IMM_020_001
IMPC_IMM_020_001,UCDLA_IMM_020_001
IMPC_IMM_021_001,HMGULA_IMM_021_001
IMPC_IMM_021_001,RBRCLA_IMM_021_001
IMPC_IMM_021_001,TCPLA_IMM_021_001
IMPC_IMM_021_001,UCDLA_IMM_021_001
IMPC_IMM_022_001,HMGULA_IMM_022_001
IMPC_IMM_022_001,RBRCLA_IMM_022_001
IMPC_IMM_022_001,TCPLA_IMM_022_001
IMPC_IMM_022_001,UCDLA_IMM_022_001
IMPC_IMM_023_001,HMGULA_IMM_023_001
IMPC_IMM_023_001,RBRCLA_IMM_023_001
IMPC_IMM_023_001,TCPLA_IMM_023_001
IMPC_IMM_023_001,UCDLA_IMM_023_001
IMPC_IMM_024_001,HMGULA_IMM_024_001
IMPC_IMM_024_001,RBRCLA_IMM_024_001
IMPC_IMM_024_001,TCPLA_IMM_024_001
IMPC_IMM_024_001,UCDLA_IMM_024_001
IMPC_IMM_025_001,HMGULA_IMM_025_001
IMPC_IMM_025_001,RBRCLA_IMM_025_001
IMPC_IMM_025_001,TCPLA_IMM_025_001
IMPC_IMM_025_001,UCDLA_IMM_025_001
IMPC_IMM_026_001,HMGULA_IMM_026_001
IMPC_IMM_026_001,RBRCLA_IMM_026_001
IMPC_IMM_026_001,TCPLA_IMM_026_001
IMPC_IMM_026_001,UCDLA_IMM_026_001
IMPC_IMM_027_001,HMGULA_IMM_027_001
IMPC_IMM_027_001,RBRCLA_IMM_027_001
IMPC_IMM_027_001,TCPLA_IMM_027_001
IMPC_IMM_027_001,UCDLA_IMM_027_001
IMPC_IMM_028_001,HMGULA_IMM_028_001
IMPC_IMM_028_001,RBRCLA_IMM_028_001
IMPC_IMM_028_001,TCPLA_IMM_028_001
IMPC_IMM_028_001,UCDLA_IMM_028_001
IMPC_IMM_029_001,HMGULA_IMM_029_001
IMPC_IMM_029_001,RBRCLA_IMM_029_001
IMPC_IMM_029_001,TCPLA_IMM_029_001
IMPC_IMM_029_001,UCDLA_IMM_029_001
IMPC_IMM_030_001,HMGULA_IMM_030_001
IMPC_IMM_030_001,RBRCLA_IMM_030_001
IMPC_IMM_030_001,TCPLA_IMM_030_001
IMPC_IMM_030_001,UCDLA_IMM_030_001
IMPC_IMM_031_001,HMGULA_IMM_031_001
IMPC_IMM_031_001,RBRCLA_IMM_031_001
IMPC_IMM_031_001,TCPLA_IMM_031_001
IMPC_IMM_031_001,UCDLA_IMM_031_001
IMPC_IMM_032_001,HMGULA_IMM_032_001
IMPC_IMM_032_001,RBRCLA_IMM_032_001
IMPC_IMM_032_001,TCPLA_IMM_032_001
IMPC_IMM_032_001,UCDLA_IMM_032_001
IMPC_IMM_033_001,HMGULA_IMM_033_001
IMPC_IMM_033_001,RBRCLA_IMM_033_001
IMPC_IMM_033_001,TCPLA_IMM_033_001
IMPC_IMM_033_001,UCDLA_IMM_033_001
IMPC_IMM_034_001,HMGULA_IMM_034_001
IMPC_IMM_034_001,RBRCLA_IMM_034_001
IMPC_IMM_034_001,TCPLA_IMM_034_001
IMPC_IMM_034_001,UCDLA_IMM_034_001
IMPC_IMM_035_001,HMGULA_IMM_035_001
IMPC_IMM_035_001,RBRCLA_IMM_035_001
IMPC_IMM_035_001,TCPLA_IMM_035_001
IMPC_IMM_035_001,UCDLA_IMM_035_001
IMPC_IMM_036_001,HMGULA_IMM_036_001
IMPC_IMM_036_001,RBRCLA_IMM_036_001
IMPC_IMM_036_001,TCPLA_IMM_036_001
IMPC_IMM_036_001,UCDLA_IMM_036_001
IMPC_IMM_037_001,HMGULA_IMM_037_001
IMPC_IMM_037_001,RBRCLA_IMM_037_001
IMPC_IMM_037_001,TCPLA_IMM_037_001
IMPC_IMM_037_001,UCDLA_IMM_037_001
IMPC_IMM_038_001,HMGULA_IMM_038_001
IMPC_IMM_038_001,RBRCLA_IMM_038_001
IMPC_IMM_038_001,TCPLA_IMM_038_001
IMPC_IMM_038_001,UCDLA_IMM_038_001
IMPC_IMM_039_001,HMGULA_IMM_039_001
IMPC_IMM_039_001,RBRCLA_IMM_039_001
IMPC_IMM_039_001,TCPLA_IMM_039_001
IMPC_IMM_039_001,UCDLA_IMM_039_001
IMPC_IMM_040_001,HMGULA_IMM_040_001
IMPC_IMM_040_001,RBRCLA_IMM_040_001
IMPC_IMM_040_001,TCPLA_IMM_040_001
IMPC_IMM_040_001,UCDLA_IMM_040_001
IMPC_IMM_041_001,HMGULA_IMM_041_001
IMPC_IMM_041_001,RBRCLA_IMM_041_001
IMPC_IMM_041_001,TCPLA_IMM_041_001
IMPC_IMM_041_001,UCDLA_IMM_041_001
IMPC_IMM_042_001,HMGULA_IMM_042_001
IMPC_IMM_042_001,RBRCLA_IMM_042_001
IMPC_IMM_042_001,TCPLA_IMM_042_001
IMPC_IMM_042_001,UCDLA_IMM_042_001
IMPC_IMM_043_001,HMGULA_IMM_043_001
IMPC_IMM_043_001,RBRCLA_IMM_043_001
IMPC_IMM_043_001,TCPLA_IMM_043_001
IMPC_IMM_043_001,UCDLA_IMM_043_001
IMPC_IMM_044_001,HMGULA_IMM_044_001
IMPC_IMM_044_001,RBRCLA_IMM_044_001
IMPC_IMM_044_001,TCPLA_IMM_044_001
IMPC_IMM_044_001,UCDLA_IMM_044_001
IMPC_IMM_045_001,HMGULA_IMM_045_001
IMPC_IMM_045_001,RBRCLA_IMM_045_001
IMPC_IMM_045_001,TCPLA_IMM_045_001
IMPC_IMM_045_001,UCDLA_IMM_045_001
IMPC_IMM_046_001,HMGULA_IMM_046_001
IMPC_IMM_046_001,RBRCLA_IMM_046_001
IMPC_IMM_046_001,TCPLA_IMM_046_001
IMPC_IMM_046_001,UCDLA_IMM_046_001
IMPC_IMM_047_001,HMGULA_IMM_047_001
IMPC_IMM_047_001,RBRCLA_IMM_047_001
IMPC_IMM_047_001,TCPLA_IMM_047_001
IMPC_IMM_047_001,UCDLA_IMM_047_001
IMPC_IMM_048_001,HMGULA_IMM_048_001
IMPC_IMM_048_001,RBRCLA_IMM_048_001
IMPC_IMM_048_001,TCPLA_IMM_048_001
IMPC_IMM_048_001,UCDLA_IMM_048_001
IMPC_IMM_049_001,HMGULA_IMM_049_001
IMPC_IMM_049_001,RBRCLA_IMM_049_001
IMPC_IMM_049_001,TCPLA_IMM_049_001
IMPC_IMM_049_001,UCDLA_IMM_049_001
IMPC_IMM_050_001,HMGULA_IMM_050_001
IMPC_IMM_050_001,RBRCLA_IMM_050_001
IMPC_IMM_050_001,TCPLA_IMM_050_001
IMPC_IMM_050_001,UCDLA_IMM_050_001
IMPC_IMM_051_001,HMGULA_IMM_051_001
IMPC_IMM_051_001,RBRCLA_IMM_051_001
IMPC_IMM_051_001,TCPLA_IMM_051_001
IMPC_IMM_051_001,UCDLA_IMM_051_001
IMPC_IMM_052_001,HMGULA_IMM_052_001
IMPC_IMM_052_001,RBRCLA_IMM_052_001
IMPC_IMM_052_001,TCPLA_IMM_052_001
IMPC_IMM_052_001,UCDLA_IMM_052_001
IMPC_IMM_053_001,HMGULA_IMM_053_001
IMPC_IMM_053_001,RBRCLA_IMM_053_001
IMPC_IMM_053_001,TCPLA_IMM_053_001
IMPC_IMM_053_001,UCDLA_IMM_053_001
IMPC_IMM_054_001,HMGULA_IMM_054_001
IMPC_IMM_054_001,RBRCLA_IMM_054_001
IMPC_IMM_054_001,TCPLA_IMM_054_001
IMPC_IMM_054_001,UCDLA_IMM_054_001
IMPC_IMM_055_001,HMGULA_IMM_055_001
IMPC_IMM_055_001,RBRCLA_IMM_055_001
IMPC_IMM_055_001,TCPLA_IMM_055_001
IMPC_IMM_055_001,UCDLA_IMM_055_001
IMPC_IMM_056_001,HMGULA_IMM_056_001
IMPC_IMM_056_001,RBRCLA_IMM_056_001
IMPC_IMM_056_001,TCPLA_IMM_056_001
IMPC_IMM_056_001,UCDLA_IMM_056_001
IMPC_IMM_057_001,HMGULA_IMM_057_001
IMPC_IMM_057_001,RBRCLA_IMM_057_001
IMPC_IMM_057_001,TCPLA_IMM_057_001
IMPC_IMM_057_001,UCDLA_IMM_057_001
IMPC_IMM_058_001,HMGULA_IMM_058_001
IMPC_IMM_058_001,RBRCLA_IMM_058_001
IMPC_IMM_058_001,TCPLA_IMM_058_001
IMPC_IMM_058_001,UCDLA_IMM_058_001
IMPC_IMM_059_001,HMGULA_IMM_059_001
IMPC_IMM_059_001,RBRCLA_IMM_059_001
IMPC_IMM_059_001,TCPLA_IMM_059_001
IMPC_IMM_059_001,UCDLA_IMM_059_001
IMPC_IMM_060_001,HMGULA_IMM_060_001
IMPC_IMM_060_001,RBRCLA_IMM_060_001
IMPC_IMM_060_001,TCPLA_IMM_060_001
IMPC_IMM_060_001,UCDLA_IMM_060_001
IMPC_IMM_061_001,HMGULA_IMM_061_001
IMPC_IMM_061_001,RBRCLA_IMM_061_001
IMPC_IMM_061_001,TCPLA_IMM_061_001
IMPC_IMM_061_001,UCDLA_IMM_061_001
IMPC_IMM_062_001,HMGULA_IMM_062_001
IMPC_IMM_062_001,RBRCLA_IMM_062_001
IMPC_IMM_062_001,TCPLA_IMM_062_001
IMPC_IMM_062_001,UCDLA_IMM_062_001
IMPC_IMM_063_001,HMGULA_IMM_063_001
IMPC_IMM_063_001,RBRCLA_IMM_063_001
IMPC_IMM_063_001,TCPLA_IMM_063_001
IMPC_IMM_063_001,UCDLA_IMM_063_001
IMPC_IMM_064_001,HMGULA_IMM_064_001
IMPC_IMM_064_001,RBRCLA_IMM_064_001
IMPC_IMM_064_001,TCPLA_IMM_064_001
IMPC_IMM_064_001,UCDLA_IMM_064_001
IMPC_IMM_065_001,HMGULA_IMM_065_001
IMPC_IMM_065_001,RBRCLA_IMM_065_001
IMPC_IMM_065_001,TCPLA_IMM_065_001
IMPC_IMM_065_001,UCDLA_IMM_065_001
IMPC_IMM_066_001,HMGULA_IMM_066_001
IMPC_IMM_066_001,RBRCLA_IMM_066_001
IMPC_IMM_066_001,TCPLA_IMM_066_001
IMPC_IMM_066_001,UCDLA_IMM_066_001
IMPC_IMM_067_001,HMGULA_IMM_067_001
IMPC_IMM_067_001,RBRCLA_IMM_067_001
IMPC_IMM_067_001,TCPLA_IMM_067_001
IMPC_IMM_067_001,UCDLA_IMM_067_001
IMPC_IMM_068_001,HMGULA_IMM_068_001
IMPC_IMM_068_001,RBRCLA_IMM_068_001
IMPC_IMM_068_001,TCPLA_IMM_068_001
IMPC_IMM_068_001,UCDLA_IMM_068_001
IMPC_IMM_069_001,HMGULA_IMM_069_001
IMPC_IMM_069_001,RBRCLA_IMM_069_001
IMPC_IMM_069_001,TCPLA_IMM_069_001
IMPC_IMM_069_001,UCDLA_IMM_069_001
IMPC_IMM_070_001,HMGULA_IMM_070_001
IMPC_IMM_070_001,RBRCLA_IMM_070_001
IMPC_IMM_070_001,TCPLA_IMM_070_001
IMPC_IMM_070_001,UCDLA_IMM_070_001
IMPC_IMM_071_001,HMGULA_IMM_071_001
IMPC_IMM_071_001,RBRCLA_IMM_071_001
IMPC_IMM_071_001,TCPLA_IMM_071_001
IMPC_IMM_071_001,UCDLA_IMM_071_001
IMPC_IMM_072_001,HMGULA_IMM_072_001
IMPC_IMM_072_001,RBRCLA_IMM_072_001
IMPC_IMM_072_001,TCPLA_IMM_072_001
IMPC_IMM_072_001,UCDLA_IMM_072_001
IMPC_IMM_073_001,HMGULA_IMM_073_001
IMPC_IMM_073_001,RBRCLA_IMM_073_001
IMPC_IMM_073_001,TCPLA_IMM_073_001
IMPC_IMM_073_001,UCDLA_IMM_073_001
IMPC_IMM_074_001,HMGULA_IMM_074_001
IMPC_IMM_074_001,RBRCLA_IMM_074_001
IMPC_IMM_074_001,TCPLA_IMM_074_001
IMPC_IMM_074_001,UCDLA_IMM_074_001
IMPC_IMM_075_001,HMGULA_IMM_075_001
IMPC_IMM_075_001,RBRCLA_IMM_075_001
IMPC_IMM_075_001,TCPLA_IMM_075_001
IMPC_IMM_075_001,UCDLA_IMM_075_001
IMPC_IMM_076_001,HMGULA_IMM_076_001
IMPC_IMM_076_001,RBRCLA_IMM_076_001
IMPC_IMM_076_001,TCPLA_IMM_076_001
IMPC_IMM_076_001,UCDLA_IMM_076_001
IMPC_IMM_077_001,HMGULA_IMM_077_001
IMPC_IMM_077_001,RBRCLA_IMM_077_001
IMPC_IMM_077_001,TCPLA_IMM_077_001
IMPC_IMM_077_001,UCDLA_IMM_077_001
IMPC_IMM_078_001,HMGULA_IMM_078_001
IMPC_IMM_078_001,RBRCLA_IMM_078_001
IMPC_IMM_078_001,TCPLA_IMM_078_001
IMPC_IMM_078_001,UCDLA_IMM_078_001
IMPC_IMM_079_001,HMGULA_IMM_079_001
IMPC_IMM_079_001,RBRCLA_IMM_079_001
IMPC_IMM_079_001,TCPLA_IMM_079_001
IMPC_IMM_079_001,UCDLA_IMM_079_001
IMPC_IMM_080_001,HMGULA_IMM_080_001
IMPC_IMM_080_001,RBRCLA_IMM_080_001
IMPC_IMM_080_001,TCPLA_IMM_080_001
IMPC_IMM_080_001,UCDLA_IMM_080_001
IMPC_IMM_081_001,HMGULA_IMM_081_001
IMPC_IMM_081_001,RBRCLA_IMM_081_001
IMPC_IMM_081_001,TCPLA_IMM_081_001
IMPC_IMM_081_001,UCDLA_IMM_081_001
IMPC_IMM_082_001,HMGULA_IMM_082_001
IMPC_IMM_082_001,RBRCLA_IMM_082_001
IMPC_IMM_082_001,TCPLA_IMM_082_001
IMPC_IMM_082_001,UCDLA_IMM_082_001
IMPC_IMM_083_001,HMGULA_IMM_083_001
IMPC_IMM_083_001,RBRCLA_IMM_083_001
IMPC_IMM_083_001,TCPLA_IMM_083_001
IMPC_IMM_083_001,UCDLA_IMM_083_001
IMPC_IMM_084_001,HMGULA_IMM_084_001
IMPC_IMM_084_001,RBRCLA_IMM_084_001
IMPC_IMM_084_001,TCPLA_IMM_084_001
IMPC_IMM_084_001,UCDLA_IMM_084_001
