LA_parameter,EA_parameter
NINGLA_OFD_031_001,IMPC_OFD_031_001
NINGLA_OFD_022_001,IMPC_OFD_022_001
NINGLA_OFD_008_001,IMPC_OFD_008_001
NINGLA_OFD_007_001,IMPC_OFD_007_001
NINGLA_OFD_041_001,IMPC_OFD_041_001
NINGLA_OFD_015_001,IMPC_OFD_015_001
NINGLA_OFD_038_001,IMPC_OFD_038_001
NINGLA_OFD_004_001,IMPC_OFD_004_001
NINGLA_OFD_048_001,IMPC_OFD_048_001
NINGLA_OFD_001_001,IMPC_OFD_001_001
NINGLA_OFD_011_001,IMPC_OFD_011_001
NINGLA_OFD_043_001,IMPC_OFD_043_001
NINGLA_OFD_040_001,IMPC_OFD_040_001
NINGLA_OFD_014_001,IMPC_OFD_014_001
NINGLA_OFD_027_001,IMPC_OFD_027_001
NINGLA_OFD_037_001,IMPC_OFD_037_001
NINGLA_GRS_012_001,IMPC_GRS_012_001
NINGLA_GRS_001_001,IMPC_GRS_001_001
NINGLA_GRS_004_001,IMPC_GRS_004_001
NINGLA_GRS_006_001,IMPC_GRS_006_001
NINGLA_GRS_014_001,IMPC_GRS_014_001
NINGLA_GRS_002_001,IMPC_GRS_002_001
NINGLA_GRS_011_001,IMPC_GRS_011_001
NINGLA_GRS_010_001,IMPC_GRS_010_001
NINGLA_GRS_005_001,IMPC_GRS_005_001
NINGLA_GRS_013_001,IMPC_GRS_013_001
NINGLA_GRS_009_001,IMPC_GRS_009_001
NINGLA_GRS_008_001,IMPC_GRS_008_001
NINGLA_GRS_007_001,IMPC_GRS_007_001
NINGLA_GRS_003_001,IMPC_GRS_003_001
NINGLA_ACS_038_001,IMPC_ACS_038_001
NINGLA_ACS_001_001,IMPC_ACS_001_001
NINGLA_ACS_021_001,IMPC_ACS_021_001
NINGLA_ACS_033_001,IMPC_ACS_033_001
NINGLA_ACS_028_001,IMPC_ACS_028_001
NINGLA_ACS_004_001,IMPC_ACS_004_001
NINGLA_ACS_013_001,IMPC_ACS_013_001
NINGLA_ACS_026_001,IMPC_ACS_026_001
NINGLA_ACS_009_001,IMPC_ACS_009_001
NINGLA_ACS_003_001,IMPC_ACS_003_001
NINGLA_ACS_036_001,IMPC_ACS_036_001
NINGLA_ACS_022_001,IMPC_ACS_022_001
NINGLA_ACS_029_001,IMPC_ACS_029_001
NINGLA_ACS_020_001,IMPC_ACS_020_001
NINGLA_ACS_037_001,IMPC_ACS_037_001
NINGLA_ACS_008_001,IMPC_ACS_008_001
NINGLA_ACS_014_001,IMPC_ACS_014_001
NINGLA_ACS_032_001,IMPC_ACS_032_001
NINGLA_ACS_011_001,IMPC_ACS_011_001
NINGLA_ACS_019_001,IMPC_ACS_019_001
NINGLA_ACS_015_001,IMPC_ACS_015_001
NINGLA_ACS_031_001,IMPC_ACS_031_001
NINGLA_ACS_030_001,IMPC_ACS_030_001
NINGLA_ACS_040_001,IMPC_ACS_040_001
NINGLA_ACS_016_001,IMPC_ACS_016_001
NINGLA_ACS_023_001,IMPC_ACS_023_001
NINGLA_ACS_002_001,IMPC_ACS_002_001
NINGLA_ACS_039_001,IMPC_ACS_039_001
NINGLA_ACS_025_001,IMPC_ACS_025_001
NINGLA_ACS_018_001,IMPC_ACS_018_001
NINGLA_ACS_027_001,IMPC_ACS_027_001
NINGLA_ACS_010_001,IMPC_ACS_010_001
NINGLA_ACS_024_001,IMPC_ACS_024_001
NINGLA_ACS_017_001,IMPC_ACS_017_001
NINGLA_ACS_007_001,IMPC_ACS_007_001
NINGLA_ACS_035_001,IMPC_ACS_035_001
NINGLA_ACS_006_001,IMPC_ACS_006_001
NINGLA_ACS_005_001,IMPC_ACS_005_001
NINGLA_ACS_034_001,IMPC_ACS_034_001
NINGLA_CAL_019_001,IMPC_CAL_019_001
NINGLA_CAL_012_001,IMPC_CAL_012_001
NINGLA_CAL_028_001,IMPC_CAL_028_001
NINGLA_CAL_001_001,IMPC_CAL_001_001
NINGLA_CAL_038_001,IMPC_CAL_038_001
NINGLA_CAL_026_001,IMPC_CAL_026_001
NINGLA_CAL_013_001,IMPC_CAL_013_001
NINGLA_CAL_023_001,IMPC_CAL_023_001
NINGLA_CAL_007_001,IMPC_CAL_007_001
NINGLA_CAL_034_001,IMPC_CAL_034_001
NINGLA_CAL_030_001,IMPC_CAL_030_001
NINGLA_CAL_041_001,IMPC_CAL_041_001
NINGLA_CAL_015_001,IMPC_CAL_015_001
NINGLA_CAL_018_001,IMPC_CAL_018_001
NINGLA_CAL_009_001,IMPC_CAL_009_001
NINGLA_CAL_016_001,IMPC_CAL_016_001
NINGLA_CAL_035_001,IMPC_CAL_035_001
NINGLA_CAL_027_001,IMPC_CAL_027_001
NINGLA_CAL_042_001,IMPC_CAL_042_001
NINGLA_CAL_008_001,IMPC_CAL_008_001
NINGLA_CAL_010_003,IMPC_CAL_010_003
NINGLA_CAL_022_001,IMPC_CAL_022_001
NINGLA_CAL_020_003,IMPC_CAL_020_003
NINGLA_CAL_036_001,IMPC_CAL_036_001
NINGLA_CAL_039_001,IMPC_CAL_039_001
NINGLA_CAL_017_001,IMPC_CAL_017_001
NINGLA_CAL_014_001,IMPC_CAL_014_001
NINGLA_CAL_025_001,IMPC_CAL_025_001
NINGLA_CAL_004_001,IMPC_CAL_004_001
NINGLA_CAL_040_001,IMPC_CAL_040_001
NINGLA_CAL_003_001,IMPC_CAL_003_001
NINGLA_CAL_024_001,IMPC_CAL_024_001
NINGLA_CAL_033_001,IMPC_CAL_033_001
NINGLA_CAL_002_001,IMPC_CAL_002_001
NINGLA_CAL_005_001,IMPC_CAL_005_001
NINGLA_CAL_029_001,IMPC_CAL_029_001
NINGLA_CAL_006_001,IMPC_CAL_006_001
NINGLA_CAL_031_001,IMPC_CAL_031_001
NINGLA_CAL_021_001,IMPC_CAL_021_001
NINGLA_CAL_037_001,IMPC_CAL_037_001
NINGLA_CAL_032_001,IMPC_CAL_032_001
NINGLA_ECH_011_001,IMPC_ECH_011_001
NINGLA_ECH_006_001,IMPC_ECH_006_001
NINGLA_ECH_010_001,IMPC_ECH_010_001
NINGLA_ECH_021_001,IMPC_ECH_021_001
NINGLA_ECH_018_001,IMPC_ECH_018_001
NINGLA_ECH_004_001,IMPC_ECH_004_001
NINGLA_ECH_001_001,IMPC_ECH_001_001
NINGLA_ECH_005_001,IMPC_ECH_005_001
NINGLA_ECH_007_001,IMPC_ECH_007_001
NINGLA_ECH_022_001,IMPC_ECH_022_001
NINGLA_ECH_008_001,IMPC_ECH_008_001
NINGLA_ECH_003_001,IMPC_ECH_003_001
NINGLA_ECH_017_001,IMPC_ECH_017_001
NINGLA_ECH_002_001,IMPC_ECH_002_001
NINGLA_ECH_012_001,IMPC_ECH_012_001
NINGLA_ECH_009_001,IMPC_ECH_009_001
NINGLA_ECH_024_001,IMPC_ECH_024_001
NINGLA_ECH_016_001,IMPC_ECH_016_001
NINGLA_ECH_023_001,IMPC_ECH_023_001
NINGLA_ECH_014_001,IMPC_ECH_014_001
NINGLA_ECH_019_001,IMPC_ECH_019_001
NINGLA_ECH_020_001,IMPC_ECH_020_001
NINGLA_ECH_025_001,IMPC_ECH_025_001
NINGLA_ECH_013_001,IMPC_ECH_013_001
NINGLA_ECH_015_001,IMPC_ECH_015_001
NINGLA_IPG_005_001,IMPC_IPG_005_001
NINGLA_IPG_009_001,IMPC_IPG_009_001
NINGLA_IPG_003_001,IMPC_IPG_003_001
NINGLA_IPG_004_001,IMPC_IPG_004_001
NINGLA_IPG_011_001,IMPC_IPG_011_001
NINGLA_IPG_006_001,IMPC_IPG_006_001
NINGLA_IPG_013_001,IMPC_IPG_013_001
NINGLA_IPG_007_001,IMPC_IPG_007_001
NINGLA_IPG_008_001,IMPC_IPG_008_001
NINGLA_IPG_002_001,IMPC_IPG_002_001
NINGLA_IPG_012_001,IMPC_IPG_012_001
NINGLA_IPG_001_001,IMPC_IPG_001_001
NINGLA_IPG_010_001,IMPC_IPG_010_001
NINGLA_ABR_050_001,IMPC_ABR_050_001
NINGLA_ABR_004_001,IMPC_ABR_004_001
NINGLA_ABR_007_001,IMPC_ABR_007_001
NINGLA_ABR_052_001,IMPC_ABR_052_001
NINGLA_ABR_035_001,IMPC_ABR_035_001
NINGLA_ABR_012_001,IMPC_ABR_012_001
NINGLA_ABR_003_001,IMPC_ABR_003_001
NINGLA_ABR_020_001,IMPC_ABR_020_001
NINGLA_ABR_014_001,IMPC_ABR_014_001
NINGLA_ABR_044_001,IMPC_ABR_044_001
NINGLA_ABR_028_001,IMPC_ABR_028_001
NINGLA_ABR_017_001,IMPC_ABR_017_001
NINGLA_ABR_006_001,IMPC_ABR_006_001
NINGLA_ABR_025_001,IMPC_ABR_025_001
NINGLA_ABR_022_001,IMPC_ABR_022_001
NINGLA_ABR_040_001,IMPC_ABR_040_001
NINGLA_ABR_038_001,IMPC_ABR_038_001
NINGLA_ABR_018_001,IMPC_ABR_018_001
NINGLA_ABR_042_001,IMPC_ABR_042_001
NINGLA_ABR_033_001,IMPC_ABR_033_001
NINGLA_ABR_015_001,IMPC_ABR_015_001
NINGLA_ABR_029_001,IMPC_ABR_029_001
NINGLA_ABR_048_001,IMPC_ABR_048_001
NINGLA_ABR_043_001,IMPC_ABR_043_001
NINGLA_ABR_036_001,IMPC_ABR_036_001
NINGLA_ABR_034_001,IMPC_ABR_034_001
NINGLA_ABR_054_001,IMPC_ABR_054_001
NINGLA_ABR_010_001,IMPC_ABR_010_001
NINGLA_ABR_031_001,IMPC_ABR_031_001
NINGLA_ABR_013_001,IMPC_ABR_013_001
NINGLA_ABR_023_001,IMPC_ABR_023_001
NINGLA_ABR_024_001,IMPC_ABR_024_001
NINGLA_ABR_030_001,IMPC_ABR_030_001
NINGLA_ABR_041_001,IMPC_ABR_041_001
NINGLA_ABR_019_001,IMPC_ABR_019_001
NINGLA_ABR_053_001,IMPC_ABR_053_001
NINGLA_ABR_045_001,IMPC_ABR_045_001
NINGLA_ABR_026_001,IMPC_ABR_026_001
NINGLA_ABR_037_001,IMPC_ABR_037_001
NINGLA_ABR_011_001,IMPC_ABR_011_001
NINGLA_ABR_005_001,IMPC_ABR_005_001
NINGLA_ABR_039_001,IMPC_ABR_039_001
NINGLA_ABR_046_001,IMPC_ABR_046_001
NINGLA_ABR_002_001,IMPC_ABR_002_001
NINGLA_ABR_021_001,IMPC_ABR_021_001
NINGLA_ABR_016_001,IMPC_ABR_016_001
NINGLA_ABR_049_001,IMPC_ABR_049_001
NINGLA_ABR_001_001,IMPC_ABR_001_001
NINGLA_ABR_009_001,IMPC_ABR_009_001
NINGLA_ABR_027_001,IMPC_ABR_027_001
NINGLA_ABR_032_001,IMPC_ABR_032_001
NINGLA_ABR_051_001,IMPC_ABR_051_001
NINGLA_ABR_008_001,IMPC_ABR_008_001
NINGLA_XRY_034_001,IMPC_XRY_034_001
NINGLA_XRY_013_001,IMPC_XRY_013_001
NINGLA_XRY_068_001,IMPC_XRY_068_001
NINGLA_XRY_004_001,IMPC_XRY_004_001
NINGLA_XRY_060_001,IMPC_XRY_060_001
NINGLA_XRY_028_001,IMPC_XRY_028_001
NINGLA_XRY_070_001,IMPC_XRY_070_001
NINGLA_XRY_071_001,IMPC_XRY_071_001
NINGLA_XRY_038_001,IMPC_XRY_038_001
NINGLA_XRY_001_001,IMPC_XRY_001_001
NINGLA_XRY_053_001,IMPC_XRY_053_001
NINGLA_XRY_046_001,IMPC_XRY_046_001
NINGLA_XRY_006_001,IMPC_XRY_006_001
NINGLA_XRY_044_001,IMPC_XRY_044_001
NINGLA_XRY_047_001,IMPC_XRY_047_001
NINGLA_XRY_037_001,IMPC_XRY_037_001
NINGLA_XRY_048_001,IMPC_XRY_048_001
NINGLA_XRY_032_001,IMPC_XRY_032_001
NINGLA_XRY_050_001,IMPC_XRY_050_001
NINGLA_XRY_039_001,IMPC_XRY_039_001
NINGLA_XRY_018_001,IMPC_XRY_018_001
NINGLA_XRY_069_001,IMPC_XRY_069_001
NINGLA_XRY_055_001,IMPC_XRY_055_001
NINGLA_XRY_023_001,IMPC_XRY_023_001
NINGLA_XRY_009_001,IMPC_XRY_009_001
NINGLA_XRY_061_001,IMPC_XRY_061_001
NINGLA_XRY_049_001,IMPC_XRY_049_001
NINGLA_XRY_043_001,IMPC_XRY_043_001
NINGLA_XRY_067_001,IMPC_XRY_067_001
NINGLA_XRY_056_001,IMPC_XRY_056_001
NINGLA_XRY_010_001,IMPC_XRY_010_001
NINGLA_XRY_036_001,IMPC_XRY_036_001
NINGLA_XRY_011_001,IMPC_XRY_011_001
NINGLA_XRY_059_001,IMPC_XRY_059_001
NINGLA_XRY_052_001,IMPC_XRY_052_001
NINGLA_XRY_025_001,IMPC_XRY_025_001
NINGLA_XRY_035_001,IMPC_XRY_035_001
NINGLA_XRY_064_001,IMPC_XRY_064_001
NINGLA_XRY_016_001,IMPC_XRY_016_001
NINGLA_XRY_065_001,IMPC_XRY_065_001
NINGLA_XRY_005_001,IMPC_XRY_005_001
NINGLA_XRY_057_001,IMPC_XRY_057_001
NINGLA_XRY_012_001,IMPC_XRY_012_001
NINGLA_XRY_022_001,IMPC_XRY_022_001
NINGLA_XRY_020_001,IMPC_XRY_020_001
NINGLA_XRY_017_001,IMPC_XRY_017_001
NINGLA_XRY_029_001,IMPC_XRY_029_001
NINGLA_XRY_063_001,IMPC_XRY_063_001
NINGLA_XRY_026_001,IMPC_XRY_026_001
NINGLA_XRY_015_001,IMPC_XRY_015_001
NINGLA_XRY_027_001,IMPC_XRY_027_001
NINGLA_XRY_040_001,IMPC_XRY_040_001
NINGLA_XRY_041_001,IMPC_XRY_041_001
NINGLA_XRY_073_001,IMPC_XRY_073_001
NINGLA_XRY_024_001,IMPC_XRY_024_001
NINGLA_XRY_008_001,IMPC_XRY_008_001
NINGLA_XRY_054_001,IMPC_XRY_054_001
NINGLA_XRY_074_001,IMPC_XRY_074_001
NINGLA_XRY_051_001,IMPC_XRY_051_001
NINGLA_XRY_042_001,IMPC_XRY_042_001
NINGLA_XRY_014_001,IMPC_XRY_014_001
NINGLA_XRY_058_001,IMPC_XRY_058_001
NINGLA_XRY_030_001,IMPC_XRY_030_001
NINGLA_XRY_021_001,IMPC_XRY_021_001
NINGLA_XRY_066_001,IMPC_XRY_066_001
NINGLA_XRY_045_001,IMPC_XRY_045_001
NINGLA_XRY_003_001,IMPC_XRY_003_001
NINGLA_XRY_033_001,IMPC_XRY_033_001
NINGLA_XRY_072_001,IMPC_XRY_072_001
NINGLA_XRY_002_001,IMPC_XRY_002_001
NINGLA_XRY_007_001,IMPC_XRY_007_001
NINGLA_XRY_062_001,IMPC_XRY_062_001
NINGLA_XRY_019_001,IMPC_XRY_019_001
NINGLA_XRY_031_001,IMPC_XRY_031_001
NINGLA_DXA_015_001,IMPC_DXA_015_001
NINGLA_DXA_010_001,IMPC_DXA_010_001
NINGLA_DXA_007_001,IMPC_DXA_007_001
NINGLA_DXA_017_001,IMPC_DXA_017_001
NINGLA_DXA_009_001,IMPC_DXA_009_001
NINGLA_DXA_018_001,IMPC_DXA_018_001
NINGLA_DXA_002_001,IMPC_DXA_002_001
NINGLA_DXA_011_001,IMPC_DXA_011_001
NINGLA_DXA_003_001,IMPC_DXA_003_001
NINGLA_DXA_004_001,IMPC_DXA_004_001
NINGLA_DXA_001_001,IMPC_DXA_001_001
NINGLA_DXA_008_001,IMPC_DXA_008_001
NINGLA_DXA_012_001,IMPC_DXA_012_001
NINGLA_DXA_006_001,IMPC_DXA_006_001
NINGLA_DXA_014_001,IMPC_DXA_014_001
NINGLA_DXA_016_001,IMPC_DXA_016_001
NINGLA_DXA_013_001,IMPC_DXA_013_001
NINGLA_DXA_005_001,IMPC_DXA_005_001
NINGLA_EYE_079_001,IMPC_EYE_079_001
NINGLA_EYE_061_001,IMPC_EYE_061_001
NINGLA_EYE_081_001,IMPC_EYE_081_001
NINGLA_EYE_001_001,IMPC_EYE_001_001
NINGLA_EYE_073_001,IMPC_EYE_073_001
NINGLA_EYE_069_001,IMPC_EYE_069_001
NINGLA_EYE_028_001,IMPC_EYE_028_001
NINGLA_EYE_043_001,IMPC_EYE_043_001
NINGLA_EYE_090_001,IMPC_EYE_090_001
NINGLA_EYE_029_001,IMPC_EYE_029_001
NINGLA_EYE_014_001,IMPC_EYE_014_001
NINGLA_EYE_024_001,IMPC_EYE_024_001
NINGLA_EYE_063_001,IMPC_EYE_063_001
NINGLA_EYE_058_001,IMPC_EYE_058_001
NINGLA_EYE_085_001,IMPC_EYE_085_001
NINGLA_EYE_046_001,IMPC_EYE_046_001
NINGLA_EYE_025_001,IMPC_EYE_025_001
NINGLA_EYE_017_001,IMPC_EYE_017_001
NINGLA_EYE_048_001,IMPC_EYE_048_001
NINGLA_EYE_010_001,IMPC_EYE_010_001
NINGLA_EYE_065_001,IMPC_EYE_065_001
NINGLA_EYE_027_001,IMPC_EYE_027_001
NINGLA_EYE_002_001,IMPC_EYE_002_001
NINGLA_EYE_032_001,IMPC_EYE_032_001
NINGLA_EYE_051_001,IMPC_EYE_051_001
NINGLA_EYE_054_001,IMPC_EYE_054_001
NINGLA_EYE_008_001,IMPC_EYE_008_001
NINGLA_EYE_009_001,IMPC_EYE_009_001
NINGLA_EYE_089_001,IMPC_EYE_089_001
NINGLA_EYE_045_001,IMPC_EYE_045_001
NINGLA_EYE_030_001,IMPC_EYE_030_001
NINGLA_EYE_066_001,IMPC_EYE_066_001
NINGLA_EYE_088_001,IMPC_EYE_088_001
NINGLA_EYE_037_001,IMPC_EYE_037_001
NINGLA_EYE_016_001,IMPC_EYE_016_001
NINGLA_EYE_082_001,IMPC_EYE_082_001
NINGLA_EYE_064_001,IMPC_EYE_064_001
NINGLA_EYE_040_001,IMPC_EYE_040_001
NINGLA_EYE_044_001,IMPC_EYE_044_001
NINGLA_EYE_077_001,IMPC_EYE_077_001
NINGLA_EYE_072_001,IMPC_EYE_072_001
NINGLA_EYE_086_001,IMPC_EYE_086_001
NINGLA_EYE_006_001,IMPC_EYE_006_001
NINGLA_EYE_041_001,IMPC_EYE_041_001
NINGLA_EYE_087_001,IMPC_EYE_087_001
NINGLA_EYE_078_001,IMPC_EYE_078_001
NINGLA_EYE_022_001,IMPC_EYE_022_001
NINGLA_EYE_036_001,IMPC_EYE_036_001
NINGLA_EYE_060_001,IMPC_EYE_060_001
NINGLA_EYE_004_001,IMPC_EYE_004_001
NINGLA_EYE_020_001,IMPC_EYE_020_001
NINGLA_EYE_033_001,IMPC_EYE_033_001
NINGLA_EYE_062_001,IMPC_EYE_062_001
NINGLA_EYE_052_001,IMPC_EYE_052_001
NINGLA_EYE_011_001,IMPC_EYE_011_001
NINGLA_EYE_034_001,IMPC_EYE_034_001
NINGLA_EYE_068_001,IMPC_EYE_068_001
NINGLA_EYE_019_001,IMPC_EYE_019_001
NINGLA_EYE_074_001,IMPC_EYE_074_001
NINGLA_EYE_091_001,IMPC_EYE_091_001
NINGLA_EYE_083_001,IMPC_EYE_083_001
NINGLA_EYE_080_001,IMPC_EYE_080_001
NINGLA_EYE_018_001,IMPC_EYE_018_001
NINGLA_EYE_067_001,IMPC_EYE_067_001
NINGLA_EYE_026_001,IMPC_EYE_026_001
NINGLA_EYE_038_001,IMPC_EYE_038_001
NINGLA_EYE_076_001,IMPC_EYE_076_001
NINGLA_EYE_031_001,IMPC_EYE_031_001
NINGLA_EYE_059_001,IMPC_EYE_059_001
NINGLA_EYE_042_001,IMPC_EYE_042_001
NINGLA_EYE_056_001,IMPC_EYE_056_001
NINGLA_EYE_055_001,IMPC_EYE_055_001
NINGLA_EYE_012_001,IMPC_EYE_012_001
NINGLA_EYE_071_001,IMPC_EYE_071_001
NINGLA_EYE_003_001,IMPC_EYE_003_001
NINGLA_EYE_049_001,IMPC_EYE_049_001
NINGLA_EYE_035_001,IMPC_EYE_035_001
NINGLA_EYE_050_001,IMPC_EYE_050_001
NINGLA_EYE_047_001,IMPC_EYE_047_001
NINGLA_EYE_084_001,IMPC_EYE_084_001
NINGLA_EYE_039_001,IMPC_EYE_039_001
NINGLA_EYE_092_001,IMPC_EYE_092_001
NINGLA_EYE_013_001,IMPC_EYE_013_001
NINGLA_EYE_005_001,IMPC_EYE_005_001
NINGLA_EYE_023_001,IMPC_EYE_023_001
NINGLA_EYE_070_001,IMPC_EYE_070_001
NINGLA_EYE_057_001,IMPC_EYE_057_001
NINGLA_EYE_021_001,IMPC_EYE_021_001
NINGLA_EYE_007_001,IMPC_EYE_007_001
NINGLA_EYE_015_001,IMPC_EYE_015_001
NINGLA_EYE_053_001,IMPC_EYE_053_001
NINGLA_EYE_075_001,IMPC_EYE_075_001
NINGLA_HEM_004_001,IMPC_HEM_004_001
NINGLA_HEM_013_001,IMPC_HEM_013_001
NINGLA_HEM_006_001,IMPC_HEM_006_001
NINGLA_HEM_007_001,IMPC_HEM_007_001
NINGLA_HEM_042_001,IMPC_HEM_042_001
NINGLA_HEM_011_001,IMPC_HEM_011_001
NINGLA_HEM_024_001,IMPC_HEM_024_001
NINGLA_HEM_020_001,IMPC_HEM_020_001
NINGLA_HEM_025_001,IMPC_HEM_025_001
NINGLA_HEM_001_001,IMPC_HEM_001_001
NINGLA_HEM_017_001,IMPC_HEM_017_001
NINGLA_HEM_026_001,IMPC_HEM_026_001
NINGLA_HEM_009_001,IMPC_HEM_009_001
NINGLA_HEM_003_001,IMPC_HEM_003_001
NINGLA_HEM_037_001,IMPC_HEM_037_001
NINGLA_HEM_038_001,IMPC_HEM_038_001
NINGLA_HEM_005_001,IMPC_HEM_005_001
NINGLA_HEM_018_001,IMPC_HEM_018_001
NINGLA_HEM_030_001,IMPC_HEM_030_001
NINGLA_HEM_040_001,IMPC_HEM_040_001
NINGLA_HEM_021_001,IMPC_HEM_021_001
NINGLA_HEM_002_001,IMPC_HEM_002_001
NINGLA_HEM_016_001,IMPC_HEM_016_001
NINGLA_HEM_008_001,IMPC_HEM_008_001
NINGLA_HEM_043_001,IMPC_HEM_043_001
NINGLA_HEM_029_001,IMPC_HEM_029_001
NINGLA_HEM_033_001,IMPC_HEM_033_001
NINGLA_HEM_034_001,IMPC_HEM_034_001
NINGLA_HEM_032_001,IMPC_HEM_032_001
NINGLA_HEM_041_001,IMPC_HEM_041_001
NINGLA_HEM_019_001,IMPC_HEM_019_001
NINGLA_HEM_015_001,IMPC_HEM_015_001
NINGLA_HEM_036_001,IMPC_HEM_036_001
NINGLA_HEM_035_001,IMPC_HEM_035_001
NINGLA_HEM_012_001,IMPC_HEM_012_001
NINGLA_HEM_010_001,IMPC_HEM_010_001
NINGLA_HEM_028_001,IMPC_HEM_028_001
NINGLA_HEM_039_001,IMPC_HEM_039_001
NINGLA_HEM_014_001,IMPC_HEM_014_001
NINGLA_HEM_023_001,IMPC_HEM_023_001
NINGLA_HEM_031_001,IMPC_HEM_031_001
NINGLA_HEM_027_001,IMPC_HEM_027_001
NINGLA_CBC_044_001,IMPC_CBC_044_001
NINGLA_CBC_027_001,IMPC_CBC_027_001
NINGLA_CBC_041_001,IMPC_CBC_041_001
NINGLA_CBC_022_001,IMPC_CBC_022_001
NINGLA_CBC_015_001,IMPC_CBC_015_001
NINGLA_CBC_042_001,IMPC_CBC_042_001
NINGLA_CBC_053_001,IMPC_CBC_053_001
NINGLA_CBC_011_001,IMPC_CBC_011_001
NINGLA_CBC_036_001,IMPC_CBC_036_001
NINGLA_CBC_005_001,IMPC_CBC_005_001
NINGLA_CBC_054_001,IMPC_CBC_054_001
NINGLA_CBC_014_001,IMPC_CBC_014_001
NINGLA_CBC_039_001,IMPC_CBC_039_001
NINGLA_CBC_023_001,IMPC_CBC_023_001
NINGLA_CBC_016_001,IMPC_CBC_016_001
NINGLA_CBC_035_001,IMPC_CBC_035_001
NINGLA_CBC_010_001,IMPC_CBC_010_001
NINGLA_CBC_006_001,IMPC_CBC_006_001
NINGLA_CBC_018_001,IMPC_CBC_018_001
NINGLA_CBC_045_001,IMPC_CBC_045_001
NINGLA_CBC_021_001,IMPC_CBC_021_001
NINGLA_CBC_001_001,IMPC_CBC_001_001
NINGLA_CBC_032_001,IMPC_CBC_032_001
NINGLA_CBC_012_001,IMPC_CBC_012_001
NINGLA_CBC_029_001,IMPC_CBC_029_001
NINGLA_CBC_048_001,IMPC_CBC_048_001
NINGLA_CBC_007_001,IMPC_CBC_007_001
NINGLA_CBC_008_001,IMPC_CBC_008_001
NINGLA_CBC_050_001,IMPC_CBC_050_001
NINGLA_CBC_043_001,IMPC_CBC_043_001
NINGLA_CBC_046_001,IMPC_CBC_046_001
NINGLA_CBC_055_001,IMPC_CBC_055_001
NINGLA_CBC_026_001,IMPC_CBC_026_001
NINGLA_CBC_057_001,IMPC_CBC_057_001
NINGLA_CBC_028_001,IMPC_CBC_028_001
NINGLA_CBC_051_001,IMPC_CBC_051_001
NINGLA_CBC_024_001,IMPC_CBC_024_001
NINGLA_CBC_030_001,IMPC_CBC_030_001
NINGLA_CBC_013_001,IMPC_CBC_013_001
NINGLA_CBC_017_001,IMPC_CBC_017_001
NINGLA_CBC_031_001,IMPC_CBC_031_001
NINGLA_CBC_049_001,IMPC_CBC_049_001
NINGLA_CBC_002_001,IMPC_CBC_002_001
NINGLA_CBC_019_001,IMPC_CBC_019_001
NINGLA_CBC_025_001,IMPC_CBC_025_001
NINGLA_CBC_004_001,IMPC_CBC_004_001
NINGLA_CBC_040_001,IMPC_CBC_040_001
NINGLA_CBC_037_001,IMPC_CBC_037_001
NINGLA_CBC_009_001,IMPC_CBC_009_001
NINGLA_CBC_038_001,IMPC_CBC_038_001
NINGLA_CBC_058_001,IMPC_CBC_058_001
NINGLA_CBC_034_001,IMPC_CBC_034_001
NINGLA_CBC_020_001,IMPC_CBC_020_001
NINGLA_CBC_059_001,IMPC_CBC_059_001
NINGLA_CBC_003_001,IMPC_CBC_003_001
NINGLA_CBC_052_001,IMPC_CBC_052_001
NINGLA_CBC_056_001,IMPC_CBC_056_001
NINGLA_CBC_033_001,IMPC_CBC_033_001
NINGLA_PAT_010_002,IMPC_PAT_010_002
NINGLA_PAT_003_002,IMPC_PAT_003_002
NINGLA_PAT_017_002,IMPC_PAT_017_002
NINGLA_PAT_029_002,IMPC_PAT_029_002
NINGLA_PAT_057_002,IMPC_PAT_057_002
NINGLA_PAT_012_002,IMPC_PAT_012_002
NINGLA_PAT_072_001,IMPC_PAT_072_001
NINGLA_PAT_031_002,IMPC_PAT_031_002
NINGLA_PAT_016_002,IMPC_PAT_016_002
NINGLA_PAT_026_002,IMPC_PAT_026_002
NINGLA_PAT_056_002,IMPC_PAT_056_002
NINGLA_PAT_024_002,IMPC_PAT_024_002
NINGLA_PAT_005_002,IMPC_PAT_005_002
NINGLA_PAT_023_002,IMPC_PAT_023_002
NINGLA_PAT_019_002,IMPC_PAT_019_002
NINGLA_PAT_069_001,IMPC_PAT_069_001
NINGLA_PAT_064_001,IMPC_PAT_064_001
NINGLA_PAT_030_002,IMPC_PAT_030_002
NINGLA_PAT_015_002,IMPC_PAT_015_002
NINGLA_PAT_022_002,IMPC_PAT_022_002
NINGLA_PAT_075_001,IMPC_PAT_075_001
NINGLA_PAT_011_002,IMPC_PAT_011_002
NINGLA_PAT_033_001,IMPC_PAT_033_001
NINGLA_PAT_061_002,IMPC_PAT_061_002
NINGLA_PAT_070_001,IMPC_PAT_070_001
NINGLA_PAT_060_002,IMPC_PAT_060_002
NINGLA_PAT_065_001,IMPC_PAT_065_001
NINGLA_PAT_073_001,IMPC_PAT_073_001
NINGLA_PAT_055_002,IMPC_PAT_055_002
NINGLA_PAT_009_002,IMPC_PAT_009_002
NINGLA_PAT_059_002,IMPC_PAT_059_002
NINGLA_PAT_021_002,IMPC_PAT_021_002
NINGLA_PAT_002_002,IMPC_PAT_002_002
