LA_parameter,EA_parameter
KMPCLA_CSD_017_001,IMPC_CSD_017_001
KMPCLA_CSD_059_001,IMPC_CSD_059_001
KMPCLA_CSD_041_002,IMPC_CSD_041_002
KMPCLA_CSD_043_002,IMPC_CSD_043_002
KMPCLA_CSD_074_001,IMPC_CSD_074_001
KMPCLA_CSD_036_001,IMPC_CSD_036_001
KMPCLA_CSD_053_002,IMPC_CSD_053_002
KMPCLA_CSD_067_001,IMPC_CSD_067_001
KMPCLA_CSD_046_001,IMPC_CSD_046_001
KMPCLA_CSD_068_001,IMPC_CSD_068_001
KMPCLA_CSD_052_002,IMPC_CSD_052_002
KMPCLA_CSD_001_001,IMPC_CSD_001_001
KMPCLA_CSD_048_002,IMPC_CSD_048_002
KMPCLA_CSD_063_001,IMPC_CSD_063_001
KMPCLA_CSD_019_001,IMPC_CSD_019_001
KMPCLA_CSD_038_001,IMPC_CSD_038_001
KMPCLA_CSD_073_001,IMPC_CSD_073_001
KMPCLA_CSD_054_002,IMPC_CSD_054_002
KMPCLA_CSD_032_001,IMPC_CSD_032_001
KMPCLA_CSD_013_001,IMPC_CSD_013_001
KMPCLA_CSD_084_001,IMPC_CSD_084_001
KMPCLA_CSD_021_001,IMPC_CSD_021_001
KMPCLA_CSD_061_001,IMPC_CSD_061_001
KMPCLA_CSD_057_001,IMPC_CSD_057_001
KMPCLA_CSD_055_002,IMPC_CSD_055_002
KMPCLA_CSD_015_001,IMPC_CSD_015_001
KMPCLA_CSD_051_002,IMPC_CSD_051_002
KMPCLA_CSD_029_001,IMPC_CSD_029_001
KMPCLA_CSD_002_001,IMPC_CSD_002_001
KMPCLA_CSD_018_001,IMPC_CSD_018_001
KMPCLA_CSD_047_001,IMPC_CSD_047_001
KMPCLA_CSD_011_001,IMPC_CSD_011_001
KMPCLA_CSD_010_001,IMPC_CSD_010_001
KMPCLA_CSD_069_001,IMPC_CSD_069_001
KMPCLA_CSD_008_001,IMPC_CSD_008_001
KMPCLA_CSD_027_001,IMPC_CSD_027_001
KMPCLA_CSD_081_001,IMPC_CSD_081_001
KMPCLA_CSD_040_002,IMPC_CSD_040_002
KMPCLA_CSD_065_001,IMPC_CSD_065_001
KMPCLA_CSD_025_001,IMPC_CSD_025_001
KMPCLA_CSD_020_001,IMPC_CSD_020_001
KMPCLA_CSD_014_001,IMPC_CSD_014_001
KMPCLA_CSD_070_001,IMPC_CSD_070_001
KMPCLA_CSD_007_001,IMPC_CSD_007_001
KMPCLA_CSD_049_002,IMPC_CSD_049_002
KMPCLA_CSD_064_001,IMPC_CSD_064_001
KMPCLA_CSD_062_001,IMPC_CSD_062_001
KMPCLA_CSD_012_001,IMPC_CSD_012_001
KMPCLA_CSD_045_002,IMPC_CSD_045_002
KMPCLA_CSD_080_001,IMPC_CSD_080_001
KMPCLA_CSD_066_001,IMPC_CSD_066_001
KMPCLA_CSD_075_001,IMPC_CSD_075_001
KMPCLA_CSD_058_001,IMPC_CSD_058_001
KMPCLA_CSD_087_001,IMPC_CSD_087_001
KMPCLA_CSD_078_001,IMPC_CSD_078_001
KMPCLA_CSD_085_001,IMPC_CSD_085_001
KMPCLA_CSD_056_001,IMPC_CSD_056_001
KMPCLA_CSD_044_002,IMPC_CSD_044_002
KMPCLA_CSD_023_001,IMPC_CSD_023_001
KMPCLA_CSD_037_001,IMPC_CSD_037_001
KMPCLA_CSD_026_001,IMPC_CSD_026_001
KMPCLA_CSD_034_001,IMPC_CSD_034_001
KMPCLA_CSD_042_002,IMPC_CSD_042_002
KMPCLA_CSD_082_001,IMPC_CSD_082_001
KMPCLA_CSD_024_001,IMPC_CSD_024_001
KMPCLA_CSD_083_001,IMPC_CSD_083_001
KMPCLA_CSD_086_001,IMPC_CSD_086_001
KMPCLA_CSD_022_001,IMPC_CSD_022_001
KMPCLA_CSD_009_001,IMPC_CSD_009_001
KMPCLA_CSD_031_001,IMPC_CSD_031_001
KMPCLA_CSD_079_001,IMPC_CSD_079_001
KMPCLA_CSD_033_001,IMPC_CSD_033_001
KMPCLA_CSD_003_001,IMPC_CSD_003_001
KMPCLA_CSD_004_001,IMPC_CSD_004_001
KMPCLA_CSD_028_001,IMPC_CSD_028_001
KMPCLA_CSD_072_001,IMPC_CSD_072_001
KMPCLA_CSD_050_002,IMPC_CSD_050_002
KMPCLA_CSD_006_001,IMPC_CSD_006_001
KMPCLA_CSD_071_001,IMPC_CSD_071_001
KMPCLA_CSD_077_001,IMPC_CSD_077_001
KMPCLA_CSD_060_001,IMPC_CSD_060_001
KMPCLA_CSD_005_001,IMPC_CSD_005_001
KMPCLA_OFD_027_001,IMPC_OFD_027_001
KMPCLA_OFD_004_001,IMPC_OFD_004_001
KMPCLA_OFD_035_001,IMPC_OFD_035_001
KMPCLA_OFD_007_001,IMPC_OFD_007_001
KMPCLA_OFD_019_001,IMPC_OFD_019_001
KMPCLA_OFD_009_001,IMPC_OFD_009_001
KMPCLA_OFD_047_001,IMPC_OFD_047_001
KMPCLA_OFD_034_001,IMPC_OFD_034_001
KMPCLA_OFD_010_001,IMPC_OFD_010_001
KMPCLA_OFD_005_001,IMPC_OFD_005_001
KMPCLA_OFD_044_001,IMPC_OFD_044_001
KMPCLA_OFD_018_001,IMPC_OFD_018_001
KMPCLA_OFD_028_001,IMPC_OFD_028_001
KMPCLA_OFD_038_001,IMPC_OFD_038_001
KMPCLA_OFD_024_001,IMPC_OFD_024_001
KMPCLA_OFD_011_001,IMPC_OFD_011_001
KMPCLA_OFD_043_001,IMPC_OFD_043_001
KMPCLA_OFD_003_001,IMPC_OFD_003_001
KMPCLA_OFD_045_001,IMPC_OFD_045_001
KMPCLA_OFD_029_001,IMPC_OFD_029_001
KMPCLA_OFD_022_001,IMPC_OFD_022_001
KMPCLA_OFD_039_001,IMPC_OFD_039_001
KMPCLA_OFD_030_001,IMPC_OFD_030_001
KMPCLA_OFD_002_001,IMPC_OFD_002_001
KMPCLA_OFD_014_001,IMPC_OFD_014_001
KMPCLA_OFD_032_001,IMPC_OFD_032_001
KMPCLA_OFD_015_001,IMPC_OFD_015_001
KMPCLA_OFD_037_001,IMPC_OFD_037_001
KMPCLA_OFD_026_001,IMPC_OFD_026_001
KMPCLA_OFD_036_001,IMPC_OFD_036_001
KMPCLA_OFD_042_001,IMPC_OFD_042_001
KMPCLA_OFD_025_001,IMPC_OFD_025_001
KMPCLA_OFD_020_001,IMPC_OFD_020_001
KMPCLA_OFD_041_001,IMPC_OFD_041_001
KMPCLA_OFD_046_001,IMPC_OFD_046_001
KMPCLA_OFD_012_001,IMPC_OFD_012_001
KMPCLA_OFD_031_001,IMPC_OFD_031_001
KMPCLA_OFD_001_001,IMPC_OFD_001_001
KMPCLA_OFD_033_001,IMPC_OFD_033_001
KMPCLA_OFD_016_001,IMPC_OFD_016_001
KMPCLA_OFD_017_001,IMPC_OFD_017_001
KMPCLA_OFD_006_001,IMPC_OFD_006_001
KMPCLA_OFD_049_001,IMPC_OFD_049_001
KMPCLA_OFD_048_001,IMPC_OFD_048_001
KMPCLA_OFD_040_001,IMPC_OFD_040_001
KMPCLA_OFD_013_001,IMPC_OFD_013_001
KMPCLA_OFD_008_001,IMPC_OFD_008_001
KMPCLA_OFD_021_001,IMPC_OFD_021_001
KMPCLA_OFD_023_001,IMPC_OFD_023_001
KMPCLA_GRS_014_001,IMPC_GRS_014_001
KMPCLA_GRS_010_001,IMPC_GRS_010_001
KMPCLA_GRS_011_001,IMPC_GRS_011_001
KMPCLA_GRS_002_001,IMPC_GRS_002_001
KMPCLA_GRS_004_001,IMPC_GRS_004_001
KMPCLA_GRS_005_001,IMPC_GRS_005_001
KMPCLA_GRS_006_001,IMPC_GRS_006_001
KMPCLA_GRS_001_001,IMPC_GRS_001_001
KMPCLA_GRS_007_001,IMPC_GRS_007_001
KMPCLA_GRS_012_001,IMPC_GRS_012_001
KMPCLA_GRS_009_001,IMPC_GRS_009_001
KMPCLA_GRS_008_001,IMPC_GRS_008_001
KMPCLA_GRS_003_001,IMPC_GRS_003_001
KMPCLA_GRS_013_001,IMPC_GRS_013_001
KMPCLA_ACS_016_001,IMPC_ACS_016_001
KMPCLA_ACS_005_001,IMPC_ACS_005_001
KMPCLA_ACS_021_001,IMPC_ACS_021_001
KMPCLA_ACS_026_001,IMPC_ACS_026_001
KMPCLA_ACS_011_001,IMPC_ACS_011_001
KMPCLA_ACS_023_001,IMPC_ACS_023_001
KMPCLA_ACS_004_001,IMPC_ACS_004_001
KMPCLA_ACS_020_001,IMPC_ACS_020_001
KMPCLA_ACS_006_001,IMPC_ACS_006_001
KMPCLA_ACS_039_001,IMPC_ACS_039_001
KMPCLA_ACS_029_001,IMPC_ACS_029_001
KMPCLA_ACS_022_001,IMPC_ACS_022_001
KMPCLA_ACS_003_001,IMPC_ACS_003_001
KMPCLA_ACS_024_001,IMPC_ACS_024_001
KMPCLA_ACS_027_001,IMPC_ACS_027_001
KMPCLA_ACS_008_001,IMPC_ACS_008_001
KMPCLA_ACS_034_001,IMPC_ACS_034_001
KMPCLA_ACS_032_001,IMPC_ACS_032_001
KMPCLA_ACS_030_001,IMPC_ACS_030_001
KMPCLA_ACS_017_001,IMPC_ACS_017_001
KMPCLA_ACS_013_001,IMPC_ACS_013_001
KMPCLA_ACS_007_001,IMPC_ACS_007_001
KMPCLA_ACS_038_001,IMPC_ACS_038_001
KMPCLA_ACS_031_001,IMPC_ACS_031_001
KMPCLA_ACS_033_001,IMPC_ACS_033_001
KMPCLA_ACS_019_001,IMPC_ACS_019_001
KMPCLA_ACS_018_001,IMPC_ACS_018_001
KMPCLA_ACS_040_001,IMPC_ACS_040_001
KMPCLA_ACS_014_001,IMPC_ACS_014_001
KMPCLA_ACS_035_001,IMPC_ACS_035_001
KMPCLA_ACS_028_001,IMPC_ACS_028_001
KMPCLA_ACS_025_001,IMPC_ACS_025_001
KMPCLA_ACS_002_001,IMPC_ACS_002_001
KMPCLA_ACS_037_001,IMPC_ACS_037_001
KMPCLA_ACS_009_001,IMPC_ACS_009_001
KMPCLA_ACS_001_001,IMPC_ACS_001_001
KMPCLA_ACS_036_001,IMPC_ACS_036_001
KMPCLA_ACS_015_001,IMPC_ACS_015_001
KMPCLA_ACS_010_001,IMPC_ACS_010_001
KMPCLA_CAL_039_001,IMPC_CAL_039_001
KMPCLA_CAL_037_001,IMPC_CAL_037_001
KMPCLA_CAL_029_001,IMPC_CAL_029_001
KMPCLA_CAL_020_003,IMPC_CAL_020_003
KMPCLA_CAL_015_001,IMPC_CAL_015_001
KMPCLA_CAL_005_001,IMPC_CAL_005_001
KMPCLA_CAL_025_001,IMPC_CAL_025_001
KMPCLA_CAL_040_001,IMPC_CAL_040_001
KMPCLA_CAL_012_001,IMPC_CAL_012_001
KMPCLA_CAL_024_001,IMPC_CAL_024_001
KMPCLA_CAL_017_001,IMPC_CAL_017_001
KMPCLA_CAL_042_001,IMPC_CAL_042_001
KMPCLA_CAL_001_001,IMPC_CAL_001_001
KMPCLA_CAL_027_001,IMPC_CAL_027_001
KMPCLA_CAL_031_001,IMPC_CAL_031_001
KMPCLA_CAL_032_001,IMPC_CAL_032_001
KMPCLA_CAL_036_001,IMPC_CAL_036_001
KMPCLA_CAL_008_001,IMPC_CAL_008_001
KMPCLA_CAL_003_001,IMPC_CAL_003_001
KMPCLA_CAL_026_001,IMPC_CAL_026_001
KMPCLA_CAL_013_001,IMPC_CAL_013_001
KMPCLA_CAL_019_001,IMPC_CAL_019_001
KMPCLA_CAL_002_001,IMPC_CAL_002_001
KMPCLA_CAL_021_001,IMPC_CAL_021_001
KMPCLA_CAL_041_001,IMPC_CAL_041_001
KMPCLA_CAL_022_001,IMPC_CAL_022_001
KMPCLA_CAL_018_001,IMPC_CAL_018_001
KMPCLA_CAL_010_003,IMPC_CAL_010_003
KMPCLA_CAL_016_001,IMPC_CAL_016_001
KMPCLA_CAL_033_001,IMPC_CAL_033_001
KMPCLA_CAL_035_001,IMPC_CAL_035_001
KMPCLA_CAL_007_001,IMPC_CAL_007_001
KMPCLA_CAL_004_001,IMPC_CAL_004_001
KMPCLA_CAL_028_001,IMPC_CAL_028_001
KMPCLA_CAL_034_001,IMPC_CAL_034_001
KMPCLA_CAL_030_001,IMPC_CAL_030_001
KMPCLA_CAL_038_001,IMPC_CAL_038_001
KMPCLA_CAL_023_001,IMPC_CAL_023_001
KMPCLA_CAL_006_001,IMPC_CAL_006_001
KMPCLA_CAL_009_001,IMPC_CAL_009_001
KMPCLA_CAL_014_001,IMPC_CAL_014_001
KMPCLA_FEA_055_001,IMPC_FEA_055_001
KMPCLA_FEA_016_001,IMPC_FEA_016_001
KMPCLA_FEA_048_001,IMPC_FEA_048_001
KMPCLA_FEA_082_001,IMPC_FEA_082_001
KMPCLA_FEA_080_001,IMPC_FEA_080_001
KMPCLA_FEA_038_001,IMPC_FEA_038_001
KMPCLA_FEA_092_001,IMPC_FEA_092_001
KMPCLA_FEA_075_001,IMPC_FEA_075_001
KMPCLA_FEA_061_001,IMPC_FEA_061_001
KMPCLA_FEA_029_001,IMPC_FEA_029_001
KMPCLA_FEA_041_001,IMPC_FEA_041_001
KMPCLA_FEA_030_001,IMPC_FEA_030_001
KMPCLA_FEA_042_001,IMPC_FEA_042_001
KMPCLA_FEA_060_001,IMPC_FEA_060_001
KMPCLA_FEA_086_001,IMPC_FEA_086_001
KMPCLA_FEA_011_001,IMPC_FEA_011_001
KMPCLA_FEA_102_001,IMPC_FEA_102_001
KMPCLA_FEA_091_001,IMPC_FEA_091_001
KMPCLA_FEA_097_001,IMPC_FEA_097_001
KMPCLA_FEA_058_001,IMPC_FEA_058_001
KMPCLA_FEA_037_001,IMPC_FEA_037_001
KMPCLA_FEA_017_001,IMPC_FEA_017_001
KMPCLA_FEA_084_001,IMPC_FEA_084_001
KMPCLA_FEA_021_001,IMPC_FEA_021_001
KMPCLA_FEA_025_001,IMPC_FEA_025_001
KMPCLA_FEA_099_001,IMPC_FEA_099_001
KMPCLA_FEA_057_001,IMPC_FEA_057_001
KMPCLA_FEA_090_001,IMPC_FEA_090_001
KMPCLA_FEA_031_001,IMPC_FEA_031_001
KMPCLA_FEA_093_001,IMPC_FEA_093_001
KMPCLA_FEA_022_001,IMPC_FEA_022_001
KMPCLA_FEA_007_001,IMPC_FEA_007_001
KMPCLA_FEA_078_001,IMPC_FEA_078_001
KMPCLA_FEA_096_001,IMPC_FEA_096_001
KMPCLA_FEA_088_001,IMPC_FEA_088_001
KMPCLA_FEA_050_001,IMPC_FEA_050_001
KMPCLA_FEA_069_001,IMPC_FEA_069_001
KMPCLA_FEA_008_001,IMPC_FEA_008_001
KMPCLA_FEA_074_001,IMPC_FEA_074_001
KMPCLA_FEA_076_001,IMPC_FEA_076_001
KMPCLA_FEA_001_001,IMPC_FEA_001_001
KMPCLA_FEA_039_001,IMPC_FEA_039_001
KMPCLA_FEA_043_001,IMPC_FEA_043_001
KMPCLA_FEA_044_001,IMPC_FEA_044_001
KMPCLA_FEA_067_001,IMPC_FEA_067_001
KMPCLA_FEA_063_001,IMPC_FEA_063_001
KMPCLA_FEA_045_001,IMPC_FEA_045_001
KMPCLA_FEA_013_001,IMPC_FEA_013_001
KMPCLA_FEA_052_001,IMPC_FEA_052_001
KMPCLA_FEA_014_001,IMPC_FEA_014_001
KMPCLA_FEA_079_001,IMPC_FEA_079_001
KMPCLA_FEA_098_001,IMPC_FEA_098_001
KMPCLA_FEA_068_001,IMPC_FEA_068_001
KMPCLA_FEA_049_001,IMPC_FEA_049_001
KMPCLA_FEA_089_001,IMPC_FEA_089_001
KMPCLA_FEA_085_001,IMPC_FEA_085_001
KMPCLA_FEA_019_001,IMPC_FEA_019_001
KMPCLA_FEA_054_001,IMPC_FEA_054_001
KMPCLA_FEA_065_001,IMPC_FEA_065_001
KMPCLA_FEA_024_001,IMPC_FEA_024_001
KMPCLA_FEA_072_001,IMPC_FEA_072_001
KMPCLA_FEA_012_001,IMPC_FEA_012_001
KMPCLA_FEA_081_001,IMPC_FEA_081_001
KMPCLA_FEA_053_001,IMPC_FEA_053_001
KMPCLA_FEA_056_001,IMPC_FEA_056_001
KMPCLA_FEA_059_001,IMPC_FEA_059_001
KMPCLA_FEA_034_001,IMPC_FEA_034_001
KMPCLA_FEA_066_001,IMPC_FEA_066_001
KMPCLA_FEA_003_001,IMPC_FEA_003_001
KMPCLA_FEA_027_001,IMPC_FEA_027_001
KMPCLA_FEA_040_001,IMPC_FEA_040_001
KMPCLA_FEA_033_001,IMPC_FEA_033_001
KMPCLA_FEA_015_001,IMPC_FEA_015_001
KMPCLA_FEA_103_001,IMPC_FEA_103_001
KMPCLA_FEA_095_001,IMPC_FEA_095_001
KMPCLA_FEA_047_001,IMPC_FEA_047_001
KMPCLA_FEA_026_001,IMPC_FEA_026_001
KMPCLA_FEA_020_001,IMPC_FEA_020_001
KMPCLA_FEA_018_001,IMPC_FEA_018_001
KMPCLA_FEA_104_001,IMPC_FEA_104_001
KMPCLA_FEA_046_001,IMPC_FEA_046_001
KMPCLA_FEA_023_001,IMPC_FEA_023_001
KMPCLA_FEA_002_001,IMPC_FEA_002_001
KMPCLA_FEA_004_001,IMPC_FEA_004_001
KMPCLA_FEA_094_001,IMPC_FEA_094_001
KMPCLA_FEA_083_001,IMPC_FEA_083_001
KMPCLA_FEA_006_001,IMPC_FEA_006_001
KMPCLA_FEA_009_001,IMPC_FEA_009_001
KMPCLA_FEA_064_001,IMPC_FEA_064_001
KMPCLA_FEA_032_001,IMPC_FEA_032_001
KMPCLA_FEA_087_001,IMPC_FEA_087_001
KMPCLA_FEA_010_001,IMPC_FEA_010_001
KMPCLA_FEA_051_001,IMPC_FEA_051_001
KMPCLA_FEA_035_001,IMPC_FEA_035_001
KMPCLA_FEA_062_001,IMPC_FEA_062_001
KMPCLA_FEA_101_001,IMPC_FEA_101_001
KMPCLA_FEA_028_001,IMPC_FEA_028_001
KMPCLA_FEA_073_001,IMPC_FEA_073_001
KMPCLA_FEA_036_001,IMPC_FEA_036_001
KMPCLA_FEA_005_001,IMPC_FEA_005_001
KMPCLA_FEA_077_001,IMPC_FEA_077_001
KMPCLA_FEA_071_001,IMPC_FEA_071_001
KMPCLA_FEA_070_001,IMPC_FEA_070_001
KMPCLA_FEA_100_001,IMPC_FEA_100_001
KMPCLA_FEA_105_001,IMPC_FEA_105_001
KMPCLA_FEA_106_001,IMPC_FEA_106_001
KMPCLA_FEA_107_001,IMPC_FEA_107_001
KMPCLA_ECG_007_001,IMPC_ECG_007_001
KMPCLA_ECG_006_001,IMPC_ECG_006_001
KMPCLA_ECG_015_001,IMPC_ECG_015_001
KMPCLA_ECG_021_001,IMPC_ECG_021_001
KMPCLA_ECG_025_001,IMPC_ECG_025_001
KMPCLA_ECG_009_002,IMPC_ECG_009_002
KMPCLA_ECG_017_001,IMPC_ECG_017_001
KMPCLA_ECG_011_001,IMPC_ECG_011_001
KMPCLA_ECG_024_001,IMPC_ECG_024_001
KMPCLA_ECG_013_001,IMPC_ECG_013_001
KMPCLA_ECG_003_001,IMPC_ECG_003_001
KMPCLA_ECG_014_001,IMPC_ECG_014_001
KMPCLA_ECG_016_001,IMPC_ECG_016_001
KMPCLA_ECG_019_001,IMPC_ECG_019_001
KMPCLA_ECG_002_001,IMPC_ECG_002_001
KMPCLA_ECG_020_001,IMPC_ECG_020_001
KMPCLA_ECG_008_001,IMPC_ECG_008_001
KMPCLA_ECG_018_001,IMPC_ECG_018_001
KMPCLA_ECG_005_001,IMPC_ECG_005_001
KMPCLA_ECG_001_001,IMPC_ECG_001_001
KMPCLA_ECG_026_001,IMPC_ECG_026_001
KMPCLA_ECG_023_001,IMPC_ECG_023_001
KMPCLA_ECG_010_001,IMPC_ECG_010_001
KMPCLA_ECG_022_001,IMPC_ECG_022_001
KMPCLA_ECG_004_001,IMPC_ECG_004_001
KMPCLA_ECG_012_001,IMPC_ECG_012_001
KMPCLA_IPG_009_001,IMPC_IPG_009_001
KMPCLA_IPG_013_001,IMPC_IPG_013_001
KMPCLA_IPG_010_001,IMPC_IPG_010_001
KMPCLA_IPG_006_001,IMPC_IPG_006_001
KMPCLA_IPG_005_001,IMPC_IPG_005_001
KMPCLA_IPG_002_001,IMPC_IPG_002_001
KMPCLA_IPG_011_001,IMPC_IPG_011_001
KMPCLA_IPG_007_001,IMPC_IPG_007_001
KMPCLA_IPG_012_001,IMPC_IPG_012_001
KMPCLA_IPG_004_001,IMPC_IPG_004_001
KMPCLA_IPG_003_001,IMPC_IPG_003_001
KMPCLA_IPG_001_001,IMPC_IPG_001_001
KMPCLA_IPG_008_001,IMPC_IPG_008_001
KMPCLA_ABR_016_001,IMPC_ABR_016_001
KMPCLA_ABR_053_001,IMPC_ABR_053_001
KMPCLA_ABR_037_001,IMPC_ABR_037_001
KMPCLA_ABR_029_001,IMPC_ABR_029_001
KMPCLA_ABR_018_001,IMPC_ABR_018_001
KMPCLA_ABR_042_001,IMPC_ABR_042_001
KMPCLA_ABR_039_001,IMPC_ABR_039_001
KMPCLA_ABR_002_001,IMPC_ABR_002_001
KMPCLA_ABR_046_001,IMPC_ABR_046_001
KMPCLA_ABR_050_001,IMPC_ABR_050_001
KMPCLA_ABR_026_001,IMPC_ABR_026_001
KMPCLA_ABR_007_001,IMPC_ABR_007_001
KMPCLA_ABR_043_001,IMPC_ABR_043_001
KMPCLA_ABR_038_001,IMPC_ABR_038_001
KMPCLA_ABR_003_001,IMPC_ABR_003_001
KMPCLA_ABR_011_001,IMPC_ABR_011_001
KMPCLA_ABR_054_001,IMPC_ABR_054_001
KMPCLA_ABR_051_001,IMPC_ABR_051_001
KMPCLA_ABR_017_001,IMPC_ABR_017_001
KMPCLA_ABR_048_001,IMPC_ABR_048_001
KMPCLA_ABR_020_001,IMPC_ABR_020_001
KMPCLA_ABR_040_001,IMPC_ABR_040_001
KMPCLA_ABR_052_001,IMPC_ABR_052_001
KMPCLA_ABR_024_001,IMPC_ABR_024_001
KMPCLA_ABR_015_001,IMPC_ABR_015_001
KMPCLA_ABR_005_001,IMPC_ABR_005_001
KMPCLA_ABR_034_001,IMPC_ABR_034_001
KMPCLA_ABR_010_001,IMPC_ABR_010_001
KMPCLA_ABR_004_001,IMPC_ABR_004_001
KMPCLA_ABR_006_001,IMPC_ABR_006_001
KMPCLA_ABR_033_001,IMPC_ABR_033_001
KMPCLA_ABR_031_001,IMPC_ABR_031_001
KMPCLA_ABR_028_001,IMPC_ABR_028_001
KMPCLA_ABR_022_001,IMPC_ABR_022_001
KMPCLA_ABR_035_001,IMPC_ABR_035_001
KMPCLA_ABR_041_001,IMPC_ABR_041_001
KMPCLA_ABR_001_001,IMPC_ABR_001_001
KMPCLA_ABR_025_001,IMPC_ABR_025_001
KMPCLA_ABR_014_001,IMPC_ABR_014_001
KMPCLA_ABR_027_001,IMPC_ABR_027_001
KMPCLA_ABR_021_001,IMPC_ABR_021_001
KMPCLA_ABR_049_001,IMPC_ABR_049_001
KMPCLA_ABR_009_001,IMPC_ABR_009_001
KMPCLA_ABR_036_001,IMPC_ABR_036_001
KMPCLA_ABR_023_001,IMPC_ABR_023_001
KMPCLA_ABR_032_001,IMPC_ABR_032_001
KMPCLA_ABR_045_001,IMPC_ABR_045_001
KMPCLA_ABR_030_001,IMPC_ABR_030_001
KMPCLA_ABR_012_001,IMPC_ABR_012_001
KMPCLA_ABR_013_001,IMPC_ABR_013_001
KMPCLA_ABR_019_001,IMPC_ABR_019_001
KMPCLA_ABR_008_001,IMPC_ABR_008_001
KMPCLA_ABR_044_001,IMPC_ABR_044_001
KMPCLA_XRY_042_001,IMPC_XRY_042_001
KMPCLA_XRY_058_001,IMPC_XRY_058_001
KMPCLA_XRY_059_001,IMPC_XRY_059_001
KMPCLA_XRY_043_001,IMPC_XRY_043_001
KMPCLA_XRY_048_001,IMPC_XRY_048_001
KMPCLA_XRY_073_001,IMPC_XRY_073_001
KMPCLA_XRY_008_001,IMPC_XRY_008_001
KMPCLA_XRY_054_001,IMPC_XRY_054_001
KMPCLA_XRY_040_001,IMPC_XRY_040_001
KMPCLA_XRY_017_001,IMPC_XRY_017_001
KMPCLA_XRY_063_001,IMPC_XRY_063_001
KMPCLA_XRY_022_001,IMPC_XRY_022_001
KMPCLA_XRY_023_001,IMPC_XRY_023_001
KMPCLA_XRY_052_001,IMPC_XRY_052_001
KMPCLA_XRY_019_001,IMPC_XRY_019_001
KMPCLA_XRY_030_001,IMPC_XRY_030_001
KMPCLA_XRY_015_001,IMPC_XRY_015_001
KMPCLA_XRY_021_001,IMPC_XRY_021_001
KMPCLA_XRY_038_001,IMPC_XRY_038_001
KMPCLA_XRY_067_001,IMPC_XRY_067_001
KMPCLA_XRY_032_001,IMPC_XRY_032_001
KMPCLA_XRY_005_001,IMPC_XRY_005_001
KMPCLA_XRY_027_001,IMPC_XRY_027_001
KMPCLA_XRY_010_001,IMPC_XRY_010_001
KMPCLA_XRY_002_001,IMPC_XRY_002_001
KMPCLA_XRY_031_001,IMPC_XRY_031_001
KMPCLA_XRY_044_001,IMPC_XRY_044_001
KMPCLA_XRY_060_001,IMPC_XRY_060_001
KMPCLA_XRY_014_001,IMPC_XRY_014_001
KMPCLA_XRY_011_001,IMPC_XRY_011_001
KMPCLA_XRY_061_001,IMPC_XRY_061_001
KMPCLA_XRY_004_001,IMPC_XRY_004_001
KMPCLA_XRY_034_001,IMPC_XRY_034_001
KMPCLA_XRY_024_001,IMPC_XRY_024_001
KMPCLA_XRY_036_001,IMPC_XRY_036_001
KMPCLA_XRY_064_001,IMPC_XRY_064_001
KMPCLA_XRY_057_001,IMPC_XRY_057_001
KMPCLA_XRY_074_001,IMPC_XRY_074_001
KMPCLA_XRY_070_001,IMPC_XRY_070_001
KMPCLA_XRY_009_001,IMPC_XRY_009_001
KMPCLA_XRY_046_001,IMPC_XRY_046_001
KMPCLA_XRY_025_001,IMPC_XRY_025_001
KMPCLA_XRY_026_001,IMPC_XRY_026_001
KMPCLA_XRY_069_001,IMPC_XRY_069_001
KMPCLA_XRY_047_001,IMPC_XRY_047_001
KMPCLA_XRY_053_001,IMPC_XRY_053_001
KMPCLA_XRY_041_001,IMPC_XRY_041_001
KMPCLA_XRY_028_001,IMPC_XRY_028_001
KMPCLA_XRY_001_001,IMPC_XRY_001_001
KMPCLA_XRY_037_001,IMPC_XRY_037_001
KMPCLA_XRY_016_001,IMPC_XRY_016_001
KMPCLA_XRY_055_001,IMPC_XRY_055_001
KMPCLA_XRY_050_001,IMPC_XRY_050_001
KMPCLA_XRY_029_001,IMPC_XRY_029_001
KMPCLA_XRY_049_001,IMPC_XRY_049_001
KMPCLA_XRY_045_001,IMPC_XRY_045_001
KMPCLA_XRY_068_001,IMPC_XRY_068_001
KMPCLA_XRY_007_001,IMPC_XRY_007_001
KMPCLA_XRY_033_001,IMPC_XRY_033_001
KMPCLA_XRY_071_001,IMPC_XRY_071_001
KMPCLA_XRY_072_001,IMPC_XRY_072_001
KMPCLA_XRY_066_001,IMPC_XRY_066_001
KMPCLA_XRY_020_001,IMPC_XRY_020_001
KMPCLA_XRY_006_001,IMPC_XRY_006_001
KMPCLA_XRY_003_001,IMPC_XRY_003_001
KMPCLA_XRY_013_001,IMPC_XRY_013_001
KMPCLA_XRY_056_001,IMPC_XRY_056_001
KMPCLA_XRY_065_001,IMPC_XRY_065_001
KMPCLA_XRY_051_001,IMPC_XRY_051_001
KMPCLA_XRY_062_001,IMPC_XRY_062_001
KMPCLA_XRY_035_001,IMPC_XRY_035_001
KMPCLA_XRY_039_001,IMPC_XRY_039_001
KMPCLA_XRY_018_001,IMPC_XRY_018_001
KMPCLA_XRY_012_001,IMPC_XRY_012_001
KMPCLA_DXA_005_001,IMPC_DXA_005_001
